name,steam_appid,required_age,controller_support,supported_languages,developers,publishers,platforms,categories,genres,release_date,followers,estimated_wishlists,tags,price,estimated_revenue,currency,owners,average_forever,average_2weeks,median_forever,median_2weeks,concurrent_users,total_positive,total_negative,total_reviews
Mobile Empire,741260,0,none,"Simplified Chinese, English",Shanghai huan zhen Info Tech Ltd,XD,"windows,mac","Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Jan 25, 2018",5435,65220,"Strategy,Simulation,Casual,Indie",3.99,127723,USD,"200,000 .. 500,000",0,0,0,0,3,732,613,1345
Sprite Generator,1638530,0,none,English,Jean-Michel Nadeau,Jean-Michel Nadeau,"windows,linux",undefined,"Design & Illustration,Game Development","Sep 26, 2021",55,660,"Design & Illustration,Game Development,Procedural Generation,Software,Pixel Graphics",5.99,427,USD,"0 .. 20,000",0,0,0,0,0,1,2,3
Company of Heroes,228200,0,none,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Russian, Traditional Chinese",Relic Entertainment,SEGA,windows,"Single-player,Multi-player,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing","Action,Strategy","Sep 11, 2006",27027,324324,"Strategy,World War II,RTS,War,Multiplayer,Singleplayer,Action,Military,Tactical,Violent,Historical,Base Building,Co-op,Real Time Tactics,Classic,Mod,Moddable,Mature,Story Rich,Great Soundtrack",19.99,5137278,USD,"1,000,000 .. 2,000,000",0,0,0,0,1339,10204,594,10798
Lost Eidolons,1580520,0,full,"English, Korean, German, Spanish - Spain, Portuguese - Brazil, Russian, French, Simplified Chinese, Japanese","Ocean Drive Studio, Inc.","Ocean Drive Studio, Inc.",windows,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,RPG,Strategy","Oct 13, 2022",25917,311004,"JRPG,War,Perma Death,Story Rich,RPG,Turn-Based Strategy,Tactical,Strategy,Turn-Based Combat,Singleplayer,Turn-Based Tactics,Tactical RPG,Strategy RPG,Turn-Based,Soundtrack,Crowdfunded,Based On A Novel,Kickstarter,Historical,Party-Based RPG",34.99,1232487,USD,"200,000 .. 500,000",0,0,0,0,37,1057,423,1480
Karateka,217270,0,none,"English, German, French, Italian, Spanish - Spain",Liquid Entertainment,Dotemu,windows,"Single-player,Family Sharing","Action,Indie,Strategy","Dec 3, 2012",946,11352,"Action,Indie,Strategy,Remake,Fighting,Martial Arts,Rhythm,Arcade,Classic,Side Scroller,Retro,3D Fighter,1980s,Cult Classic,Colorful,3D,Anime,Old School,Combat,Great Soundtrack",3.99,17378,USD,"100,000 .. 200,000",0,0,0,0,0,140,43,183
William's Love Prelude,1215650,0,none,English,Pika's Game,Pika's Game,windows,"Single-player,Family Sharing",RPG,"Jan 6, 2020",198,2376,"RPG,JRPG,Fantasy,Comedy,Cute",9.99,3328,USD,"0 .. 20,000",0,0,0,0,0,11,3,14
The Wild Case,1178230,0,full,"English, Russian, German, Ukrainian, Spanish - Spain, Simplified Chinese, French, Dutch, Italian",Specialbit Studio,Specialbit Studio,"windows,mac,linux","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Indie","Apr 6, 2021",727,8724,"Point & Click,Puzzle,Detective,2D,Story Rich,Atmospheric,Exploration,First-Person,Cute,Text-Based,Linear,Narration,Colorful,Hand-drawn,Realistic,Thriller,Drama,Investigation,Mystery,Adventure",8.99,41294,USD,"0 .. 20,000",0,0,0,0,0,164,29,193
Sakura MMO 2,968950,0,none,"English, Simplified Chinese",Winged Cloud,Winged Cloud,"windows,mac,linux","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing",Simulation,"Jan 25, 2019",2786,33432,"Simulation,Visual Novel,Anime,Female Protagonist,Nudity,Sexual Content,LGBTQ+,Mature",9.99,33286,USD,"0 .. 20,000",1,0,1,0,0,125,15,140
Crazy Monster,2723170,0,none,"English, Simplified Chinese",Pengsheng,Pengsheng,windows,"Single-player,Family Sharing","Adventure,Casual,Indie,RPG,Strategy","Jan 23, 2024",7,84,"Tower Defense,Pixel Graphics,Roguelike,Singleplayer,2D,Co-op,Strategy,Open World,Roguelite,Traditional Roguelike,Top-Down Shooter,Top-Down,Shooter,Shoot 'Em Up,Hero Shooter,RPG,Sandbox,Strategy RPG,Action RPG,Side Scroller",3.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Paleo Pines,1202200,0,full,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Italian, Korean, Simplified Chinese",Italic Pig,Maximum Entertainment,"windows,linux","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG,Simulation","Sep 26, 2023",20783,249396,"Dinosaurs,Farming Sim,Exploration,Relaxing,Indie,Casual,Simulation,Cute,Singleplayer,Colorful,Creature Collector,Open World,Life Sim,3D,Agriculture,Family Friendly,Funny,Character Customization,Controller,Adventure",29.99,1126316,USD,"100,000 .. 200,000",0,0,0,0,77,1381,197,1578
Armed and Gelatinous: Couch Edition,446510,0,full,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese",Three Flip Studios,Three Flip Studios,"windows,mac,linux","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Remote Play Together,Family Sharing","Action,Casual,Indie,Sports","May 2, 2024",258,3096,"Indie,Action,Casual,Sports,4 Player Local,Early Access,Local Multiplayer",14.99,1070,USD,"0 .. 20,000",0,0,0,0,1,3,0,3
Dragon Prana,2089620,0,none,"English, Japanese",Exe Create Inc.,KEMCO,windows,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,RPG,Simulation,Strategy","Oct 6, 2022",147,1764,"RPG,Pixel Graphics,Fantasy,JRPG,Singleplayer,Turn-Based Combat,Exploration,Retro,Old School,Adventure,Class-Based,Simulation,Strategy,Magic,Story Rich,Turn-Based Tactics,Controller",14.99,1783,USD,"0 .. 20,000",0,0,0,0,0,3,2,5
PARA♰BELLUM ~ 魔弹帕菈,1153150,0,none,"Simplified Chinese, English, Russian",ChronoYuki,马家沟红旗农机合作社,windows,"Single-player,Steam Leaderboards,Family Sharing","Action,Indie","Apr 30, 2024",268,3216,"Action Roguelike,Roguelite,Shoot 'Em Up,Bullet Hell,Top-Down Shooter,Action,Shooter,Female Protagonist,Anime,2D,Retro,Pixel Graphics,Capitalism,Fantasy,Magic,Tactical,Singleplayer,Funny,Indie,Combat",2.99,7400,USD,"0 .. 20,000",0,0,0,0,0,100,4,104
Etrian Odyssey II HD,1868170,0,full,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese",ATLUS,SEGA,windows,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,RPG","Jun 14, 2023",4062,48744,"RPG,Adventure,Dungeon Crawler,JRPG,Turn-Based Combat,2D,Fantasy,3D,Singleplayer,Funny,Cute,Grid-Based Movement,Anime,First-Person,Party-Based RPG",39.99,160847,USD,"0 .. 20,000",0,0,0,0,56,136,33,169
Fantasy Fairways,552690,0,none,English,Sweet Roll Studio LLC.,Sweet Roll Studio LLC.,"windows,mac","Single-player,Partial Controller Support,Family Sharing","Casual,Indie,Sports","Aug 8, 2019",83,996,"Casual,Indie,Sports",6.99,665,USD,"0 .. 20,000",0,0,0,0,0,4,0,4
Hexxaris,2495080,0,none,English,Dano Sato,RealMono Inc.,windows,"Single-player,Family Sharing",Casual,"May 27, 2024",7,84,"Casual,Puzzle,Real Time Tactics,Time Management,2D,Colorful,Futuristic,Logic,Modern,Linear,Score Attack,Singleplayer",1.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
reky,1182470,0,none,"English, French, Italian, German, Spanish - Spain, Greek, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Turkish",beyondthosehills,Plug In Digital,"windows,mac","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing",Indie,"May 27, 2020",414,4968,"Indie,Puzzle,Minimalist,Abstract,Singleplayer,Beautiful,Logic,Automation,Great Soundtrack,Replay Value,Casual,Relaxing,Addictive,Tactical,Family Friendly,Classic",5.99,6700,USD,"0 .. 20,000",0,0,0,0,0,38,9,47
Factory Balls,1054660,0,none,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Portuguese - Portugal, Russian, Simplified Chinese",Bart Bonte,Bart Bonte,windows,"Single-player,Steam Achievements,Family Sharing","Casual,Indie","May 7, 2019",158,1896,"Casual,Indie,Puzzle,Logic,Exploration,2D,Stylized,Abstract,Colorful,Relaxing,Education,Family Friendly,PvE,Singleplayer",3.99,12155,USD,"0 .. 20,000",0,0,0,0,0,126,2,128
Corpse Party: Book of Shadows,778390,0,full,"English, Japanese","MAGES. Inc.,5pb.","XSEED Games,Marvelous USA, Inc.",windows,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",Adventure,"Oct 29, 2018",4667,56004,"Horror,Gore,Violent,Visual Novel,Anime,Adventure,RPGMaker,Pixel Graphics,Point & Click,Dark,Psychological Horror,Story Rich,JRPG,RPG,Singleplayer,Survival Horror,Choices Matter,Indie,Multiple Endings,Puzzle",14.99,150196,USD,"0 .. 20,000",16,0,16,0,4,371,50,421
Lucy´s World,2229670,0,full,"English, German",Neophyde Studios,Neophyde Studios,windows,"Single-player,Full controller support,Family Sharing","Action,Casual,Indie","Dec 22, 2022",26,312,"Action,2D Platformer,Casual,Pixel Graphics,Arcade,Platformer,2D,Singleplayer,Colorful,1990's,Indie,Family Friendly,Funny,Female Protagonist,Linear",4.99,237,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
Your Quest 2,1220510,0,none,English,Oblivionburn Productions,Oblivionburn Productions,windows,"Single-player,Family Sharing","Casual,Indie,RPG,Simulation","May 24, 2021",77,924,"RPG,Indie,Casual,Simulation,Turn-Based Combat,City Builder,Early Access,Dungeon Crawler",9.99,1664,USD,"0 .. 20,000",0,0,0,0,0,3,4,7
Zombikini PinballZ,2469240,0,full,English,Jakai,Jakai,"windows,linux","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Casual","Aug 8, 2023",304,3648,,4.99,1662,USD,"0 .. 20,000",0,0,0,0,0,13,1,14
Fling to the Finish,1054430,0,full,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Italian, Czech, Greek, Hungarian, Korean, Spanish - Latin America, Traditional Chinese, Turkish, Polish, Swedish, Japanese, Simplified Chinese",SplitSide Games,Daedalic Entertainment,"windows,mac","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing","Action,Casual,Indie,Racing","Jan 18, 2024",9915,118980,"Physics,Party Game,Multiplayer,Casual,Online Co-Op,Competitive,Racing,Local Co-Op,Combat Racing,Local Multiplayer,Platformer,Family Friendly,Indie,3D,Action,Funny,Colorful,4 Player Local,Cute,3D Platformer",19.99,362530,USD,"50,000 .. 100,000",208,0,219,0,2,658,104,762
Dance of Death: Du Lac & Fey,976920,0,none,"English, French, German, Russian","Salix Games Ltd,Tea Clipper Games Ltd",Salix Games Ltd,windows,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual,Indie","Apr 5, 2019",1794,21528,"Female Protagonist,Story Rich,Choices Matter,Adventure,Indie,Point & Click,Drama,Emotional,Mystery,Cinematic,Dog,Beautiful,Detective,Atmospheric,Walking Simulator,Interactive Fiction,Short,Singleplayer,Casual,Great Soundtrack",18.99,58755,USD,"0 .. 20,000",0,0,0,0,0,103,27,130
Bik - A Space Adventure,325160,0,none,English,Zotnip,Zotnip,"windows,mac,linux","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Indie","Oct 14, 2014",0,0,"Adventure,Indie,Pixel Graphics,Space,Point & Click,Singleplayer,Comedy,Third Person,Story Rich,Retro",4.99,4394,USD,"20,000 .. 50,000",0,0,0,0,0,34,3,37
Sticker Craft,550580,0,none,"English, Russian",Two More Games,Two More Games,windows,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Casual,Indie","Jan 19, 2017",225,2700,"Casual,Indie,Puzzle",0.99,1790,USD,"50,000 .. 100,000",250,0,260,0,0,56,20,76
Fant Kids Animated Puzzle,995060,0,none,English,FunFant,FunFant,windows,"Single-player,Family Sharing",Casual,"Apr 3, 2019",12,144,"Casual,Puzzle,Funny,Family Friendly",1.99,94,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
Terranova,1728700,0,none,English,Studio Terranova,Studio Terranova,"windows,mac","Single-player,Family Sharing","Indie,RPG,Simulation","Apr 27, 2022",227,2724,"Interactive Fiction,Text-Based,Typing,Visual Novel,Choose Your Own Adventure,Anime,LGBTQ+,Indie,Multiple Endings,Choices Matter,Emotional,Old School,Nostalgia,Story Rich,Female Protagonist,Retro,Singleplayer,RPG,2D,Simulation",20.04,14308,USD,"0 .. 20,000",0,0,0,0,0,29,1,30
Rob Riches,1655670,0,full,"English, French, German, Spanish - Spain, Japanese, Korean, Norwegian, Polish, Russian, Simplified Chinese, Turkish, Portuguese - Portugal, Vietnamese",Megapop,Megapop,"windows,linux","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Casual,Indie,Strategy","Nov 16, 2021",210,2520,"Platformer,Puzzle,Adventure,Grid-Based Movement,Logic,Sokoban,Exploration,Atmospheric,Casual,Mystery,Top-Down,Relaxing,Indie,Isometric,Underground,Linear,Singleplayer,3D,2.5D,Strategy",6.99,4658,USD,"0 .. 20,000",0,0,0,0,0,26,2,28
Kakuriyo Village ~Moratorium of Adolescence~,2326590,0,none,"Traditional Chinese, English, Simplified Chinese",I'm moralist,"BokiBoki Games,BokiBoki Game",windows,"Single-player,Family Sharing","Casual,Indie,RPG","Mar 21, 2024",4460,53520,"JRPG,Sexual Content,Mystery,Multiple Endings,2D,Puzzle Platformer,Anime,Visual Novel,Romance,Story Rich,RPG,Female Protagonist,Pixel Graphics,Fantasy,Exploration,Drama,Atmospheric,Singleplayer,Indie,Casual",24.99,66613,USD,"0 .. 20,000",0,0,0,0,5,89,23,112
REAL ESTATE Simulator - FROM BUM TO MILLIONAIRE,2738900,0,none,"English, French, German, Spanish - Spain, Russian, Italian, Simplified Chinese, Portuguese - Portugal, Portuguese - Brazil",Geekon,Midnight Games,windows,"Single-player,Partial Controller Support,Family Sharing","Indie,RPG,Simulation","Mar 22, 2024",1230,14760,"RPG,Simulation,City Builder,Life Sim,Time Management,First-Person,Realistic,Atmospheric,Family Friendly,Management,Relaxing,Funny,Building,Inventory Management,Base Building,Resource Management,Singleplayer,Strategy RPG,RTS,CRPG",12.99,38954,USD,"0 .. 20,000",0,0,0,0,4,61,65,126
Lotus Bloom,922820,0,none,English,Bloomside Studios,Bloomside Studios,windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie","Feb 26, 2021",46,552,"Casual,Puzzle,Minimalist,Indie,Relaxing,Atmospheric,Abstract,Singleplayer,Mouse only,2D",1.99,520,USD,"0 .. 20,000",0,0,0,0,0,10,1,11
Lost in Hell,2008330,0,none,English,Luan Prates de Souza,Luan Prates de Souza,windows,"Single-player,Family Sharing","Action,Adventure","Jul 8, 2022",54,648,"Action-Adventure,Shooter,Atmospheric,Side Scroller,Lore-Rich,Story Rich,Cinematic,Survival Horror,Post-apocalyptic,Retro,Beat 'em up,2.5D,Singleplayer,Violent,Action,Adventure,Horror,2D",9.99,4279,USD,"20,000 .. 50,000",0,0,0,0,0,10,8,18
Merge Circus,2739500,0,none,"English, French, Italian, German, Arabic, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America",Felix Fatum Studio,Felix Fatum Studio,windows,"Single-player,Family Sharing","Casual,Indie","Jan 2, 2024",8,96,"Casual,Arcade,Puzzle,Match 3,2D,Colorful,Cute,Family Friendly,Funny,Indie,Magic,Physics,Singleplayer",0.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Space Ace,240340,0,none,"English, German, French, Italian, Spanish - Spain",Digital Leisure Inc.,Digital Leisure Inc.,"windows,linux","Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Casual","Aug 27, 2013",1097,13164,"Adventure,Casual,Action,Quick-Time Events,FMV,Classic,Arcade,Space,Cartoon,Retro",9.99,34713,USD,"0 .. 20,000",0,0,0,0,0,117,29,146
Montas,269350,0,full,English,Organic Humans,Organic Humans,windows,"Single-player,Full controller support,VR Support,Steam Cloud,Family Sharing","Adventure,Indie,Early Access","Mar 24, 2014",518,6216,"Horror,Adventure,Indie,Early Access,VR,Survival,Exploration,First-Person",9.99,20447,USD,"20,000 .. 50,000",0,0,0,0,0,26,60,86
Airport Ground Handling Simulator VR,2088630,0,none,English,AVIAR B.V.,AVIAR B.V.,windows,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Simulation,Early Access","Aug 25, 2022",2249,26988,"VR,Flight,Immersive Sim,Realistic,Software,Education,Boxing,6DOF,Jet,Physics,First-Person,Logic,Open World,Atmospheric,Colorful,Family Friendly,Simulation,Multiplayer,Singleplayer,Early Access",29.99,82796,USD,"0 .. 20,000",0,0,0,0,0,76,40,116
Backroom: Constructions,2417180,0,none,English,Allfax,Allfax,windows,"Single-player,Steam Achievements,Family Sharing","Indie,Simulation,Strategy","Oct 25, 2023",38,456,"Exploration,Walking Simulator,Action-Adventure,Horror,Psychological Horror,Action,Pixel Graphics,Survival,Adventure,Survival Horror,Multiplayer,Singleplayer,Indie,Open World Survival Craft,Simulation,Strategy",16.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
"We're Here, Papa",3297360,0,none,"English, Korean, French, Italian, German, Spanish - Spain, Dutch, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Portugal, Polish",EXLIX,EXLIX,windows,"Single-player,VR Only,Family Sharing","Action,Adventure,Indie","Dec 17, 2024",79,948,"Horror,VR,Survival Horror,Psychological Horror,Action,Atmospheric,Dark,Demons,Adventure,Mystery,Thriller,3D,Realistic,Singleplayer,First-Person,Walking Simulator,Colorful,Immersive Sim,Mystery Dungeon,Linear",4.99,1306,USD,"0 .. 20,000",0,0,0,0,0,9,2,11
Devil Hunters,2306050,0,none,"English, French, German, Spanish - Spain, Russian, Japanese, Polish, Simplified Chinese, Traditional Chinese, Italian, Portuguese - Portugal, Ukrainian, Korean","WaterWood Games,水木游戏","WaterWood Games,水木游戏",windows,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Cloud,Family Sharing","Action,Adventure,Indie,Early Access","Feb 22, 2025",32,384,"Early Access,Adventure,Action,Action Roguelike,Top-Down Shooter,Multiplayer,Pixel Graphics,Twin Stick Shooter,Roguelike,Bullet Hell,2D,Top-Down,Medieval,Survival,Magic,Dark,Dark Fantasy,Open World,Controller,Singleplayer",1.99,47,USD,"0 .. 20,000",0,0,0,0,0,0,1,1
Nancy Drew®: The Shattered Medallion,572720,0,none,English,HeR Interactive,HeR Interactive,"windows,mac","Single-player,Family Sharing",Adventure,"Mar 6, 2017",225,2700,"Adventure,Point & Click,Detective,Mystery,Family Friendly,Casual,Exploration,First-Person,2D,2.5D,Retro,Puzzle,Drama,Funny,Story Rich,Female Protagonist,Atmospheric,Strategy,Hidden Object,Puzzle Platformer",19.99,44721,USD,"0 .. 20,000",771,0,771,0,3,49,45,94
God Chosen Place,2642220,0,none,"Simplified Chinese, English",野草游戏,野草游戏,windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Sep 9, 2024",28,336,"RPG,Interactive Fiction,Turn-Based Combat,Lore-Rich,2D Platformer,2D,Anime,Drama,Fantasy,Surreal,Magic,Story Rich,Multiple Endings,Singleplayer,Turn-Based Strategy,Visual Novel,Indie,Adventure",6.99,665,USD,"0 .. 20,000",0,0,0,0,0,2,2,4
Last Outpost,2927780,0,none,"English, French, Italian, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Simplified Chinese, German, Turkish, Traditional Chinese, Japanese, Polish",Troyd Games,"Troyd Games,The Bueno Interactive",windows,"Single-player,Family Sharing","Indie,Strategy,Early Access","Feb 6, 2025",1285,15420,"Tower Defense,Strategy,City Builder,RTS,Roguelike,Base Building,Minimalist,Pixel Graphics,Indie,Early Access,Isometric,3D,Action RTS,Zombies,Tactical,Stylized,Singleplayer,Combat,Roguelite",9.99,6895,USD,"0 .. 20,000",0,0,0,0,9,22,7,29
